title,description,sale_price,market_price,category,matched,year,brand,set,subset,player,card_number,attributes,team,variation,condition,graded,grader,certification_number,grade_name,grade_number,purchase_date,purchase_price,note,cabinet,shelf,box,row,section,sku,front_image,back_image
1994 Flair USA #27 Tim Hardaway,<p>This is a nice example of a 1994 Flair USA #27 Tim Hardaway <br><br><br>Other important information about this card:<br><br><br>In 1994 Tim Hardaway played for the USA.<br><br><br>Please check out our other listings for more great cards.</p>,1.23,1.23,BASKETBALL,Yes,1994,,1994 Flair USA,,Tim Hardaway,27,,USA,,Near Mint or Better,No,,,,,,0,,,,,,,857,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518715-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518715-back.jpg
1996-97 Collector's Choice #385 Magic Playbook,<p>This is a nice example of a 1996-97 Collector's Choice #385 Magic Playbook <br><br><br>Other important information about this card:<br><br><br>In 1996 Magic Playbook played for the Orlando Magic.<br><br><br>Please check out our other listings for more great cards.</p>,1.99,1.99,BASKETBALL,Yes,1996,,1996-97 Collector's Choice,,Magic Playbook,385,,Orlando Magic,,Near Mint or Better,No,,,,,,0,,,,,,,858,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518717-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518717-back.jpg
1995-96 Upper Deck #179 Reggie Miller Electric Court Gold,<p>This is a nice example of a 1995-96 Upper Deck #179 Reggie Miller Electric Court Gold <br><br><br>Other important information about this card:<br><br><br>In 1995 Reggie Miller played for the Indiana Pacers.<br><br><br>Please check out our other listings for more great cards.</p>,9.50,9.50,BASKETBALL,Yes,1995,Upper Deck,1995-96 Upper Deck,Electric Court Gold,Reggie Miller,179,,Indiana Pacers,,Near Mint or Better,No,,,,,,0,,,,,,,859,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518718-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518718-back.jpg
1997-98 Stadium Club #4 Gary Payton First Day Issue,<p>This is a nice example of a 1997-98 Stadium Club #4 Gary Payton First Day Issue <br><br><br>Other important information about this card:<br><br><br>In 1997 Gary Payton played for the Seattle SuperSonics.<br><br><br>Please check out our other listings for more great cards.</p>,6.49,6.49,BASKETBALL,Yes,1997,,1997-98 Stadium Club,First Day Issue,Gary Payton,4,,Seattle SuperSonics,,Near Mint or Better,No,,,,,,0,,,,,,,860,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518719-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518719-back.jpg
1994-95 Topps #187 Hakeem Olajuwon,<p>This is a nice example of a 1994-95 Topps #187 Hakeem Olajuwon <br><br><br>Other important information about this card:<br><br><br>In 1994 Hakeem Olajuwon played for the Houston Rockets.<br><br><br>Please check out our other listings for more great cards.</p>,1.39,1.39,BASKETBALL,Yes,1994,Topps,1994-95 Topps,,Hakeem Olajuwon,187,,Houston Rockets,,Near Mint or Better,No,,,,,,0,,,,,,,861,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518720-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518720-back.jpg
1994-95 Topps #9 B.J. Armstrong,<p>This is a nice example of a 1994-95 Topps #9 B.J. Armstrong <br><br><br>Other important information about this card:<br><br><br>In 1994 B.J. Armstrong played for the Chicago Bulls.<br><br><br>Please check out our other listings for more great cards.</p>,1.43,1.43,BASKETBALL,Yes,1994,Topps,1994-95 Topps,,B.J. Armstrong,9,,Chicago Bulls,,Near Mint or Better,No,,,,,,0,,,,,,,862,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518722-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518722-back.jpg
1994-95 Topps #192 Gary Payton,<p>This is a nice example of a 1994-95 Topps #192 Gary Payton <br><br><br>Other important information about this card:<br><br><br>In 1994 Gary Payton played for the Seattle SuperSonics.<br><br><br>Please check out our other listings for more great cards.</p>,1.73,1.73,BASKETBALL,Yes,1994,Topps,1994-95 Topps,,Gary Payton,192,,Seattle SuperSonics,,Near Mint or Better,No,,,,,,0,,,,,,,863,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518723-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518723-back.jpg
1994-95 Topps #31 Robert Pack Magazine Insert Promo Sheet Singles,<p>This is a nice example of a 1994-95 Topps #31 Robert Pack Magazine Insert Promo Sheet Singles <br><br><br>Other important information about this card:<br><br><br>In 1994 Robert Pack played for the Denver Nuggets.<br><br><br>Please check out our other listings for more great cards.</p>,1.69,,BASKETBALL,Yes,1994,Topps,1994-95 Topps,Magazine Insert Promo Sheet Singles,Robert Pack,31,,Denver Nuggets,,Near Mint or Better,No,,,,,,0,,,,,,,864,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518724-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518724-back.jpg
1994-95 Topps #91 Rick Mahorn,<p>This is a nice example of a 1994-95 Topps #91 Rick Mahorn <br><br><br>Other important information about this card:<br><br><br>In 1994 Rick Mahorn played for the New Jersey Nets.<br><br><br>Please check out our other listings for more great cards.</p>,0.99,0.20,BASKETBALL,Yes,1994,Topps,1994-95 Topps,,Rick Mahorn,91,,New Jersey Nets,,Near Mint or Better,No,,,,,,0,,,,,,,865,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518725-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518725-back.jpg
1994-95 Topps #144 Gerald Wilkins,<p>This is a nice example of a 1994-95 Topps #144 Gerald Wilkins <br><br><br>Other important information about this card:<br><br><br>In 1994 Gerald Wilkins played for the Cleveland Cavaliers.<br><br><br>Please check out our other listings for more great cards.</p>,0.99,0.20,BASKETBALL,Yes,1994,Topps,1994-95 Topps,,Gerald Wilkins,144,,Cleveland Cavaliers,,Near Mint or Better,No,,,,,,0,,,,,,,866,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518726-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518726-back.jpg
1994-95 Topps #162 Hubert Davis,<p>This is a nice example of a 1994-95 Topps #162 Hubert Davis <br><br><br>Other important information about this card:<br><br><br>In 1994 Hubert Davis played for the New York Knicks.<br><br><br>Please check out our other listings for more great cards.</p>,4.98,4.98,BASKETBALL,Yes,1994,Topps,1994-95 Topps,,Hubert Davis,162,,New York Knicks,,Near Mint or Better,No,,,,,,0,,,,,,,867,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518727-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518727-back.jpg
1995-96 Flair #170 Ricky Pierce,<p>This is a nice example of a 1995-96 Flair #170 Ricky Pierce <br><br><br>Other important information about this card:<br><br><br>In 1995 Ricky Pierce played for the Indiana Pacers.<br><br><br>Please check out our other listings for more great cards.</p>,0.99,0.99,BASKETBALL,Yes,1995,,1995-96 Flair,,Ricky Pierce,170,,Indiana Pacers,,Near Mint or Better,No,,,,,,0,,,,,,,868,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518729-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518729-back.jpg
1993-94 Topps #100 Patrick Ewing,<p>This is a nice example of a 1993-94 Topps #100 Patrick Ewing <br><br><br>Other important information about this card:<br><br><br>In 1993 Patrick Ewing played for the New York Knicks.<br><br><br>Please check out our other listings for more great cards.</p>,1.27,1.27,BASKETBALL,Yes,1993,Topps,1993-94 Topps,,Patrick Ewing,100,,New York Knicks,,Near Mint or Better,No,,,,,,0,,,,,,,869,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518730-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518730-back.jpg
1993-94 Stadium Club #292 Alonzo Mourning,<p>This is a nice example of a 1993-94 Stadium Club #292 Alonzo Mourning <br><br><br>Other important information about this card:<br><br><br>In 1993 Alonzo Mourning played for the Charlotte Hornets.<br><br><br>Please check out our other listings for more great cards.</p>,0.99,0.72,BASKETBALL,Yes,1993,,1993-94 Stadium Club,,Alonzo Mourning,292,,Charlotte Hornets,,Near Mint or Better,No,,,,,,0,,,,,,,870,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518731-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518731-back.jpg
1997-98 Metal Universe Championship #39 Reggie Miller,<p>This is a nice example of a 1997-98 Metal Universe Championship #39 Reggie Miller <br><br><br>Other important information about this card:<br><br><br>In 1997 Reggie Miller played for the Indiana Pacers.<br><br><br>Please check out our other listings for more great cards.</p>,1.69,1.69,BASKETBALL,Yes,1997,,1997-98 Metal Universe Championship,,Reggie Miller,39,,Indiana Pacers,,Near Mint or Better,No,,,,,,0,,,,,,,871,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518732-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518732-back.jpg
1992-93 Ultra #202 Dikembe Mutombo,<p>This is a nice example of a 1992-93 Ultra #202 Dikembe Mutombo <br><br><br>Other important information about this card:<br><br><br>In 1992 Dikembe Mutombo played for the Denver Nuggets.<br><br><br>Please check out our other listings for more great cards.</p>,1.00,1.00,BASKETBALL,Yes,1992,,1992-93 Ultra,,Dikembe Mutombo,202,,Denver Nuggets,,Near Mint or Better,No,,,,,,0,,,,,,,872,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518733-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518733-back.jpg
1993-94 SkyBox Premium #63 Dikembe Mutombo,<p>This is a nice example of a 1993-94 SkyBox Premium #63 Dikembe Mutombo <br><br><br>Other important information about this card:<br><br><br>In 1993 Dikembe Mutombo played for the Denver Nuggets.<br><br><br>Please check out our other listings for more great cards.</p>,0.99,0.99,BASKETBALL,Yes,1993,,1993-94 SkyBox Premium,,Dikembe Mutombo,63,,Denver Nuggets,,Near Mint or Better,No,,,,,,0,,,,,,,873,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518734-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518734-back.jpg
1992-93 Topps #223 John Stockton,<p>This is a nice example of a 1992-93 Topps #223 John Stockton <br><br><br>Other important information about this card:<br><br><br>In 1992 John Stockton played for the Utah Jazz.<br><br><br>Please check out our other listings for more great cards.</p>,0.99,0.13,BASKETBALL,Yes,1992,Topps,1992-93 Topps,,John Stockton,223,,Utah Jazz,,Near Mint or Better,No,,,,,,0,,,,,,,874,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518735-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518735-back.jpg
1992-93 Upper Deck NBA All-Stars #8 Elvin Hayes,<p>This is a nice example of a 1992-93 Upper Deck NBA All-Stars #8 Elvin Hayes <br><br><br>Other important information about this card:<br><br><br>In 1992 Elvin Hayes played for the Rockets.<br><br><br>Please check out our other listings for more great cards.</p>,1.99,,BASKETBALL,No,1992,Upper Deck,1992-93 Upper Deck NBA All-Stars,,Elvin Hayes,8,,Rockets,,Near Mint or Better,No,,,,,,0,,,,,,,875,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518737-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518737-back.jpg
1992-93 Hoops #339 Patrick Ewing,<p>This is a nice example of a 1992-93 Hoops #339 Patrick Ewing <br><br><br>Other important information about this card:<br><br><br>In 1992 Patrick Ewing played for the USA.<br><br><br>Please check out our other listings for more great cards.</p>,1.50,1.50,BASKETBALL,Yes,1992,,1992-93 Hoops,,Patrick Ewing,339,,USA,,Near Mint or Better,No,,,,,,0,,,,,,,876,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518738-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518738-back.jpg
1993-94 Upper Deck Golden Grahams (Spanish) #2 Alonzo Mourning,<p>This is a nice example of a 1993-94 Upper Deck Golden Grahams (Spanish) #2 Alonzo Mourning <br><br><br>Other important information about this card:<br><br><br>In 1993 Alonzo Mourning played for the Charlotte Hornets.<br><br><br>Please check out our other listings for more great cards.</p>,1.95,1.95,BASKETBALL,Yes,1993,Upper Deck,1993-94 Upper Deck Golden Grahams (Spanish),,Alonzo Mourning,2,,Charlotte Hornets,,Near Mint or Better,No,,,,,,0,,,,,,,877,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518739-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518739-back.jpg
1991-92 Wild Card #13b Chris Mullin Mullin,<p>This is a nice example of a 1991-92 Wild Card #13b Chris Mullin <br><br><br>Other important information about this card:<br><br>Mullin<br><br><br>In 1991 Chris Mullin played for the St. John's Redmen.<br><br><br>Please check out our other listings for more great cards.</p>,1.55,1.55,BASKETBALL,Yes,1991,,1991-92 Wild Card,,Chris Mullin,13b,,St. John's Redmen,Mullin,Near Mint or Better,No,,,,,,0,,,,,,,878,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518740-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518740-back.jpg
1993-94 Hoops #277 Hakeem Olajuwon,<p>This is a nice example of a 1993-94 Hoops #277 Hakeem Olajuwon <br><br><br>Other important information about this card:<br><br><br>In 1993 Hakeem Olajuwon played for the Houston Rockets.<br><br><br>Please check out our other listings for more great cards.</p>,0.99,0.85,BASKETBALL,Yes,1993,,1993-94 Hoops,,Hakeem Olajuwon,277,,Houston Rockets,,Near Mint or Better,No,,,,,,0,,,,,,,879,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518741-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518741-back.jpg
1999-00 Topps #25 John Stockton,<p>This is a nice example of a 1999-00 Topps #25 John Stockton <br><br><br>Other important information about this card:<br><br><br>In 1999 John Stockton played for the Utah Jazz.<br><br><br>Please check out our other listings for more great cards.</p>,1.36,1.36,BASKETBALL,Yes,1999,Topps,1999-00 Topps,,John Stockton,25,,Utah Jazz,,Near Mint or Better,No,,,,,,0,,,,,,,880,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518743-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518743-back.jpg
1990-91 Fleer #66 Chris Mullin,<p>This is a nice example of a 1990-91 Fleer #66 Chris Mullin <br><br><br>Other important information about this card:<br><br><br>In 1990 Chris Mullin played for the Golden State Warriors.<br><br><br>Please check out our other listings for more great cards.</p>,1.39,1.39,BASKETBALL,Yes,1990,Fleer,1990-91 Fleer,,Chris Mullin,66,,Golden State Warriors,,Near Mint or Better,No,,,,,,0,,,,,,,881,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518744-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518744-back.jpg
1995-96 Ultra #320 Shawn Kemp,<p>This is a nice example of a 1995-96 Ultra #320 Shawn Kemp <br><br><br>Other important information about this card:<br><br><br>In 1995 Shawn Kemp played for the Seattle SuperSonics.<br><br><br>Please check out our other listings for more great cards.</p>,1.50,1.50,BASKETBALL,Yes,1995,,1995-96 Ultra,,Shawn Kemp,320,,Seattle SuperSonics,,Near Mint or Better,No,,,,,,0,,,,,,,882,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518745-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518745-back.jpg
1990-91 Hoops #270 David Robinson,<p>This is a nice example of a 1990-91 Hoops #270 David Robinson <br><br><br>Other important information about this card:<br><br><br>In 1990 David Robinson played for the San Antonio Spurs.<br><br><br>Please check out our other listings for more great cards.</p>,1.49,1.49,BASKETBALL,Yes,1990,,1990-91 Hoops,,David Robinson,270,,San Antonio Spurs,,Near Mint or Better,No,,,,,,0,,,,,,,883,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518746-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518746-back.jpg
1997-98 Skybox Metal Universe #67 Shawn Kemp,<p>This is a nice example of a 1997-98 Metal Universe #67 Shawn Kemp <br><br><br>Other important information about this card:<br><br><br>In 1997 Shawn Kemp played for the Seattle SuperSonics.<br><br><br>Please check out our other listings for more great cards.</p>,1.96,1.96,BASKETBALL,Yes,1997,,1997-98 Metal Universe,,Shawn Kemp,67,,Seattle SuperSonics,,Near Mint or Better,No,,,,,,0,,,,,,,884,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518748-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518748-back.jpg
1996-97 Fleer Metal #53 Alonzo Mourning,<p>This is a nice example of a 1996-97 Metal #53 Alonzo Mourning <br><br><br>Other important information about this card:<br><br><br>In 1996 Alonzo Mourning played for the Miami Heat.<br><br><br>Please check out our other listings for more great cards.</p>,1.99,1.99,BASKETBALL,Yes,1996,,1996-97 Metal,,Alonzo Mourning,53,,Miami Heat,,Near Mint or Better,No,,,,,,0,,,,,,,885,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518749-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518749-back.jpg
1991-92 Upper Deck #254 Hakeem Olajuwon,<p>This is a nice example of a 1991-92 Upper Deck #254 Hakeem Olajuwon <br><br><br>Other important information about this card:<br><br><br>In 1991 Hakeem Olajuwon played for the Houston Rockets.<br><br><br>Please check out our other listings for more great cards.</p>,1.04,1.04,BASKETBALL,Yes,1991,Upper Deck,1991-92 Upper Deck,,Hakeem Olajuwon,254,,Houston Rockets,,Near Mint or Better,No,,,,,,0,,,,,,,886,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518750-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518750-back.jpg
1991-92 Upper Deck #481 Shawn Kemp,<p>This is a nice example of a 1991-92 Upper Deck #481 Shawn Kemp <br><br><br>Other important information about this card:<br><br><br>In 1991 Shawn Kemp played for the Seattle SuperSonics.<br><br><br>Please check out our other listings for more great cards.</p>,1.19,1.19,BASKETBALL,Yes,1991,Upper Deck,1991-92 Upper Deck,,Shawn Kemp,481,,Seattle SuperSonics,,Near Mint or Better,No,,,,,,0,,,,,,,887,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518751-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518751-back.jpg
1995-96 SkyBox Premium #296 Mitch Richmond,<p>This is a nice example of a 1995-96 SkyBox Premium #296 Mitch Richmond <br><br><br>Other important information about this card:<br><br><br>In 1995 Mitch Richmond played for the Sacramento Kings.<br><br><br>Please check out our other listings for more great cards.</p>,1.29,1.29,BASKETBALL,Yes,1995,,1995-96 SkyBox Premium,,Mitch Richmond,296,,Sacramento Kings,,Near Mint or Better,No,,,,,,0,,,,,,,888,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518753-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518753-back.jpg
1991-92 Fleer #226 Reggie Miller,<p>This is a nice example of a 1991-92 Fleer #226 Reggie Miller <br><br><br>Other important information about this card:<br><br><br>In 1991 Reggie Miller played for the Indiana Pacers.<br><br><br>Please check out our other listings for more great cards.</p>,0.99,0.85,BASKETBALL,Yes,1991,Fleer,1991-92 Fleer,,Reggie Miller,226,,Indiana Pacers,,Near Mint or Better,No,,,,,,0,,,,,,,889,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518754-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518754-back.jpg
1999-00 Upper Deck Legends #64 Ron Boone,<p>This is a nice example of a 1999-00 Upper Deck Legends #64 Ron Boone <br><br><br>Other important information about this card:<br><br><br>In 1999 Ron Boone played for the Kansas City Kings.<br><br><br>Please check out our other listings for more great cards.</p>,1.19,1.19,BASKETBALL,Yes,1999,Upper Deck,1999-00 Upper Deck Legends,,Ron Boone,64,,Kansas City Kings,,Near Mint or Better,No,,,,,,0,,,,,,,890,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518755-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518755-back.jpg
1995-96 Collector's Choice #325 Terrell Brandon,<p>This is a nice example of a 1995-96 Collector's Choice #325 Terrell Brandon <br><br><br>Other important information about this card:<br><br><br>In 1995 Terrell Brandon played for the Cleveland Cavaliers.<br><br><br>Please check out our other listings for more great cards.</p>,0.99,0.20,BASKETBALL,Yes,1995,,1995-96 Collector's Choice,,Terrell Brandon,325,,Cleveland Cavaliers,,Near Mint or Better,No,,,,,,0,,,,,,,891,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518757-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518757-back.jpg
1996-97 Topps Stars #113 Dave DeBusschere Members Only,<p>This is a nice example of a 1996-97 Topps Stars #113 Dave DeBusschere Members Only <br><br><br>Other important information about this card:<br><br><br>In 1996 Dave DeBusschere played for the New York Knicks.<br><br><br>Please check out our other listings for more great cards.</p>,4.80,4.80,BASKETBALL,Yes,1996,Topps,1996-97 Topps Stars,Members Only,Dave DeBusschere,113,,New York Knicks,,Near Mint or Better,No,,,,,,0,,,,,,,892,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518758-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518758-back.jpg
1999-00 Upper Deck Legends #6 Julius Erving,<p>This is a nice example of a 1999-00 Upper Deck Legends #6 Julius Erving <br><br><br>Other important information about this card:<br><br><br>In 1999 Julius Erving played for the Philadelphia 76ers.<br><br><br>Please check out our other listings for more great cards.</p>,1.25,1.25,BASKETBALL,Yes,1999,Upper Deck,1999-00 Upper Deck Legends,,Julius Erving,6,,Philadelphia 76ers,,Near Mint or Better,No,,,,,,0,,,,,,,893,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518759-front.jpg,https://storage.googleapis.com/cdp-batches-prod/42580-870409/45518759-back.jpg
