"Original Search Term","Is identified","Original Product Cost ($USD)","Shipping From","AID","Product Title","Description","UPCs","EANs","ASIN","Parent ASIN","Recommended","Recommended in Amazon US","Recommended in eBay US","Recommended in Walmart US","Is identified in Amazon US","Identification type Amazon US","Amazon US ASIN","Shipping to US by:","Shipping cost to US","Amazon US Total Sales (CAD)","Amazon US Estimated Unit Sales Per Month","Amazon US Price (CAD)","Amazon US Buy Box Price (CAD)","Amazon US Seller Offer : Id","Amazon US Seller Offer : Name","Amazon US Seller Offer : Price","Amazon US Seller Offer : Is Prime Eligible","Amazon US Seller Offer : Is Buy Box Winner","Offered by Amazon US","Amazon US is FBA","Amazon US Listing URL","Amazon US Demand","Amazon US % Profit","Amazon US Local Category Name","Amazon US Local Amazon Rank","Amazon US Local Sub Category Name","Amazon US Local Sub Category Rank","Amazon US Offerings","Amazon US % Profit","Amazon US Profit (CAD)","Amazon US Market fee (CAD)","Amazon US FBA fee (CAD)","Amazon US Tax (CAD)","Amazon US Insights","Is identified in eBay US","Identification type eBay US","eBay US eBay Item ID","Shipping to US by:","Shipping cost to US","eBay US Total Sales (CAD)","eBay US Estimated Unit Sales Per Month","eBay US Price (CAD)","eBay US Seller Offer : Id","eBay US Listing URL","eBay US Demand","eBay US % Profit","eBay US % Profit","eBay US Profit (CAD)","eBay US Market fee (CAD)","eBay US PayPal fee (CAD)","eBay US Tax (CAD)","eBay US Insights","Is identified in Walmart US","Identification type Walmart US","Walmart US Walmart Item ID","Shipping to US by:","Shipping cost to US","Walmart US Total Sales (CAD)","Walmart US Estimated Unit Sales Per Month","Walmart US Price (CAD)","Walmart US Seller Offer : Name","Walmart US Seller Offer : Price","Walmart US Listing URL","Walmart US Demand","Walmart US % Profit","Walmart US % Profit","Walmart US Profit (CAD)","Walmart US Market fee (CAD)","Walmart US Tax (CAD)","Walmart US Insights","Brand Name","Model","Color","Width (inch)","Height (inch)","Length (inch)","Weight (pound)","Package Width (inch)","Package Height (inch)","Package Length (inch)","Package Weight (pound)","Package Origin","Size","Enhanced Data: Part Number","Enhanced Data: Release Date","Enhanced Data: Actors","Enhanced Data: Artists","Enhanced Data: Aspect Ratio","Enhanced Data: Audience Rating","Enhanced Data: Bluray Region","Enhanced Data: Contributors","Enhanced Data: Directors","Enhanced Data: Display Size","Enhanced Data: Edition","Enhanced Data: Esrb Age Rating","Enhanced Data: Formats","Enhanced Data: Genre","Enhanced Data: Hardware Platform","Enhanced Data: Is Adult Product","Enhanced Data: Is Autographed","Enhanced Data: Is Memorabilia","Enhanced Data: Label","Enhanced Data: Content Languages","Enhanced Data: Manufacturer Maximum Age","Enhanced Data: Manufacturer Minimum Age","Enhanced Data: Material Types","Enhanced Data: Number Of Discs","Enhanced Data: Number Of Items","Enhanced Data: Number Of Pages","Enhanced Data: Operating Systems","Enhanced Data: Pegi Rating","Enhanced Data: Platforms","Enhanced Data: Publication Date","Enhanced Data: Publisher","Enhanced Data: Running Time","Enhanced Data: Scent","Enhanced Data: Studio","Enhanced Data: Theatrical Release Date","Image URL"
"43396373631","true","1.0","US","Could not identify the product from a valid resource","The Social Network (DVD)","DVD's Movies Popular The Social Network (DVD) UPC: 043396373631 Condition New Store Stock. Service With a Smile :) - We strive to process orders the same day when payment received. - We will combine shipping on multiple items to save you money. - We're happy to answer any questions. Contact us and we'll have an answer for you right away! - 100% Satisfaction Guarantee. International Shipping - eBay's Global Shipping Program (GSP) automatically calculates the international shipping cost, duties, taxes and estimated delivery dates upfront. - Shipping and customs clearance is fast and easy because all duties are declared and paid in advance. Your Business Is Important To Us! © ThriftFair, Nokomis, IL & ThriftFair Ebay Store","[43396373631;043396373631]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","275309638578","USPS","3.76","0.0","0","19.26","thriftfair","https://www.ebay.com/itm/Social-Network-DVD-/275309638578","UNAVAILABLE","65.0","65.0","12.49","0.00","0.94","0.00",,"true","ID","846675569","USPS","3.76","0.0","0","19.26",,,"https://www.walmart.com/ip/846675569","UNAVAILABLE","55.0","55.0","10.53","2.89","0.00",,,,,,,,,"6.0","1.0","7.0","0.50","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/NTI1WDM2NA==/z/Gl8AAOSwudxifWeH/$_1.JPG?set_id=880000500F"
"191329063293","false","1.0","US","Could not identify the product from a valid resource","Submission [Blu-ray + Digital] (Sous-titres français)","Submission [Blu-ray + Digital] (Sous-titres français)","[191329063293]","[0191329063293]","B07B5RFSVN",,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","2018-07-03","[""Stanley Tucci"",""Kyra Sedgwick"",""Addison Timlin""]","Data could not be retrieved","2.40:1","Data could not be retrieved","region_a","[{""name"":""Stanley Tucci;Kyra Sedgwick;Addison Timlin"",""role"":""Contributor""}]","Data could not be retrieved","Data could not be retrieved","Blu-ray + Digital","Data could not be retrieved","[""Digital_copy"",""NTSC"",""Subtitled""]","Drama","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Universal Pictures Home Entertainment","[{""languageName"":""french"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2018-12-31","Universal Pictures Home Entertainment","{""value"":107,""unitType"":""minutes""}","Data could not be retrieved","Universal Pictures Home Entertainment","2018-03-02","https://m.media-amazon.com/images/I/51DgoXDiAaL.jpg"
"672781010006","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97363359470","true","1.0","US","Could not identify the product from a valid resource","A Night at the Roxbury (DVD, 1999, Widescreen) BRAND NEW","A Night at the Roxbury (DVD, 1999, Widescreen) BRAND NEW. Item pictured above will be mail it.  Free shipping with USPS media mail.","[97363359470;097363359470]",,,,"false",,"false","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","265796448938","USPS","3.76","0.0","0","8.86","coleccionista402","https://www.ebay.com/itm/Night-Roxbury-DVD-1999-Widescreen-BRAND-NEW-/265796448938","UNAVAILABLE","27.0","27.0","2.39","0.00","0.64","0.00",,"true","ID","1079244","USPS","3.76","0.0","0","9.55",,,"https://www.walmart.com/ip/1079244","UNAVAILABLE","24.0","24.0","2.29","1.43","0.00",,,,,,,,,"4.0","4.0","7.0","0.50","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/mI4AAOSwrXxi3uFD/$_12.JPG?set_id=880000500F"
"56035364440","false","1.0","US","AIDA93VOC001","Lowepro Dashpoint 30 Grey Camera Cases and Covers","Lowepro Dashpoint 30 Grey Camera Cases and Covers","[56035364440;560353644400]","[0560353644400]","B00DZRSHWI",,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"Lowepro","36444","Gray","4.84","5.63","4.33","0.22","4.84","4.33","5.63","0.22","OFFICIAL",,"36444","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Lowepro","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Lowepro","Data could not be retrieved","Data could not be retrieved","Lowepro","Data could not be retrieved","https://m.media-amazon.com/images/I/21xngRl94DL.jpg"
"653569329060","true","1.0","US","AID593VOC001","In the Night Garden Spin and See 2007 Game","In the Night Garden Spin and See 2007 Game","[653569329060]","[0653569329060]","B0034YU4CI",,"false","false","false",,"true","ID","B0034YU4CI",,,,,,,"A2BZCKVXXH94PC","Rewind Toys & Collectibles","38.53","false","false",,,"https://www.amazon.com/dp/B0034YU4CI","UNAVAILABLE",,"Games & Accessories",,,,,,,,,,"Out of Stock listing","true","keywords","271698758984",,,"0.0","0","75.78",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=271698758984","UNAVAILABLE","86.0","86.0","65.38","6.82","2.58","0.00","Listing identified using keywords ; Listing price includes shipping","false",,,,,,,,,,,,,,,,,,"IN THE NIGHT GARDEN",,,,,,,,,,,,,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Milton Bradley","Data could not be retrieved","Data could not be retrieved","{""value"":36,""unitType"":""months""}","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Milton Bradley","Data could not be retrieved","Data could not be retrieved","Milton Bradley","Data could not be retrieved","https://m.media-amazon.com/images/I/61mC0C5OwKL.jpg"
"807581509553","true","1.0","US","AID1A3VOC001","3 Little Pigs / 3 P'tits Cochons // Du Cinema Quebecois En 2007","3 Little Pigs / 3 P'tits Cochons // Du Cinema Quebecois En 2007","[807581509553]","[0807581509553]","B000VXWY2S",,"false","false",,,"true","ID","B000VXWY2S","USPS","3.37","61.4","5","15.78","15.78","A25B8HUEANBR79","cdbaron","10.53","false","true","Data not available","false","https://www.amazon.com/dp/B000VXWY2S","LOW","23.0","Dvd","342383","Dvd","342383","1","23.0","3.62","6.82","3.94","0.00","Listing price includes shipping","false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"Christal",,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","2007-12-18","[""Guillaume Lemay-Thivierge"",""Isabel Richer"",""France Castel"",""Claude Legault"",""Paul Doucet"",""Sophie Pregent""]","Data could not be retrieved","2.35:1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""Patrick Huard""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""NTSC"",""Subtitled"",""Import""]","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Christal","[{""languageName"":""french"",""type"":""Published""},{""languageName"":""english"",""type"":""Subtitled""},{""languageName"":""french"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""},{""languageName"":""french"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Christal","{""value"":124,""unitType"":""minutes""}","Data could not be retrieved","Christal","Data could not be retrieved","https://m.media-amazon.com/images/I/51Fea8bEq4L.jpg"
"13132643403","true","1.0","US","Could not identify the product from a valid resource","FEAR THE WALKING DEAD: SEASON 1 NEW DVD","Additional Information from Movie Mars Product Description This collection contains all six episodes from the first season of FEAR THE WALKING DEAD, a zombie drama from the creators of THE WALKING DEAD. The series view the zombie apocalypse from the perspective of high school guidance counselor Madison (Kim Dickens), her English teacher boyfriend Travis (Cliff Curtis), and her children, the drug-addicted Nick (Frank Dillane) and straight-A student Alicia (Alycia Debnam-Carey). About Movie Mars All items are Brand New. We offer unbeatable prices, quick shipping times and a wide selection second to none. Purchases come with a 30-day Satisfaction Guarantee (minus Shipping & Handling fees) on all unopened products. All items are from licensed Distributors. We do not deal with any Bootleg or Used items!","[13132643403;013132643403]","[0013132643403]",,,"false",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","384586006100",,,"1999.69","133","19.19","moviemars","https://www.ebay.com/itm/FEAR-WALKING-DEAD-SEASON-1-NEW-DVD-/384586006100","UNAVAILABLE","90.0","90.0","17.25","0.00","0.94","0.00",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved",
"8888527039","true","1.0","US","AIDGN7A91001","Self-Defense Training Camp - Xbox 360","Self-Defense Training Camp - Xbox 360","[763615761871;008888527039]","[0008888527039;0763615761871]","B005XO9FRM",,"true","true","true","true","true","ID","B005XO9FRM","USPS","3.37","1684.69","80","26.95","26.95","A19MO7RU63SWGR","DealTavern USA","26.95","true","true","Data not available","true","https://www.amazon.com/dp/B005XO9FRM?th=1&psc=1","MEDIUM","65.0","Video games","41058","Games","941","12","65.0","17.57","4.05","3.94","0.00","Cross channel competition","true","ID","403225994742","USPS","3.37","0.0","0","24.40",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10042&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=403225994742","MEDIUM","68.0","68.0","16.51","1.46","1.09","0.00","Cross channel competition","true","ID","17771994","USPS","3.37","515.55","28","23.06",,,"https://www.walmart.com/ip/17771994","MEDIUM","62.0","62.0","14.27","3.46","0.00",,"Ubisoft","52703","One Color","0.59","7.52","5.31","0.20","5.3","0.3","7.3","0.20","OFFICIAL","One Size","52703","2018-09-12","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Standard","Teen","Data could not be retrieved","boxing-game-genre","Xbox 360","false","false","false","Ubi Soft","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","[""microsoft_xbox_360""]","Data could not be retrieved","[""Xbox 360""]","Data could not be retrieved","Ubi Soft","Data could not be retrieved","Data could not be retrieved","Ubi Soft","Data could not be retrieved","https://m.media-amazon.com/images/I/51Wd1WAweSL.jpg"
"629159042701","true","1.0","US","AID3A3VOC001","Arrivederci Amore Ciao (a.k.a. The Goodbye Kiss)","Arrivederci Amore Ciao (a.k.a. The Goodbye Kiss)","[629159042701]","[0629159042701]","B003H5WEYU",,"false","false",,,"true","ID","B003H5WEYU","USPS","3.37","144.85","5","37.22","37.22","A10GJI9EDBCFZK","FunFactory","32.09","false","true","No","false","https://www.amazon.com/dp/B003H5WEYU","LOW","59.0","Dvd","478960","Dvd","478960","1","59.0","21.94","9.94","3.94","0.00","Listing price includes shipping","false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","NR (Not Rated)","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/51c1uM9dH9L.jpg"
"628917411515","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"602527993720","true","1.0","US","AID8O8PK6001","The Essential Collection [2 CD]",,"[602527993720]","[0602527993720]","B007R1PGJU",,"false","false","false","false","true","ID","B007R1PGJU","USPS","3.37","613.43","29","27.08",,"A82GPSSSH8F38","Bluepolars Incredible Food","27.08","true","true","Data not available","true","https://www.amazon.com/dp/B007R1PGJU","LOW","65.0","Music","92424","Vocal Pop","5939","12","65.0","17.69","4.06","3.94","0.00","Displaying lowest price from a high-ranked seller","true","keywords","304549787589","USPS","3.37","33.11","2","19.21",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=304549787589","LOW","58.0","58.0","11.20","1.73","0.94","0.00","Listing identified using keywords","true","ID","21610002","USPS","3.37","186.44","9","25.63",,,"https://www.walmart.com/ip/21610002","LOW","64.0","64.0","16.46","3.84","0.00",,"CD-2","25563351",,"5.59","0.39","5.59","0.22","4.88","0.39","5.67","0.24","OFFICIAL",,"35552671","2012-10-02","Data could not be retrieved","[""ABBA""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""CD""]","Pop-music","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Capitol","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2012-10-02","Capitol","Data could not be retrieved","Unscented","Capitol","Data could not be retrieved","https://m.media-amazon.com/images/I/41qxqh6lXkL._SL500_.jpg"
"847589017193","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43396543195","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"660543884694","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"786936244137","true","1.0","US","AIDO93VOC001","Bionicle 2:Legends Of Metru Nui Qv (Frn)","Bionicle 2:Legends Of Metru Nui Qv (Frn)","[786936244137]","[0786936244137]","B0002Z0F3U",,"false","false","false",,"true","ID","B0002Z0F3U","USPS","3.37","0.0","0",,,"A2OA9QE18ZVB7C","Frommyshelf","24.40","false","false",,,"https://www.amazon.com/dp/B0002Z0F3U","LOW",,"Dvd","441424","Dvd","441424",,,,,,,"Out of Stock listing","true","keywords","134188504280","USPS","3.37","0.0","0","16.68",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=134188504280","LOW","54.0","54.0","8.98","1.50","0.87","0.00","Listing identified using keywords ; Listing price includes shipping","false",,,,,,,,,,,,,,,,,,,,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","PG (Parental Guidance Suggested)","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","DIS","[{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","DIS","Data could not be retrieved","Data could not be retrieved","DIS","Data could not be retrieved","https://m.media-amazon.com/images/I/31UJaPtX3kL.jpg"
"786936802047","true","1.0","US","AIDJ3JAB2001","Lost: The Complete Sixth and Final Season [Blu-ray]",,"[786936802047]","[0786936802047]","B0036EH3X4",,"true","true","true","true","true","ID","B0036EH3X4","USPS","3.76","3970.39","220","23.11",,"ATVPDKIKX0DER","Amazon.com","23.11","true","true","Yes","true","https://www.amazon.com/dp/B0036EH3X4?th=1&psc=1","MEDIUM","60.0","Dvd","14602","Dvd","14602","11","60.0","13.81","3.47","3.94","0.00","Cross channel competition","true","keywords","374095754966","USPS","3.76","86.7","5","20.67",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=374095754966","MEDIUM","58.0","58.0","12.00","1.86","0.99","0.00","Listing identified using keywords","true","ID","13726826","USPS","3.76","794.0","44","23.11",,,"https://www.walmart.com/ip/13726826","MEDIUM","60.0","60.0","13.81","3.47","0.00","Cross channel competition","Buena Vista Home Video","7019818","color","7.5","5.4","0.7","0.30","5.3","0.6","6.7","0.30","OFFICIAL",,"7019818","2010-08-24","[""Jorge Garcia"",""Josh Holloway"",""Yunjin Kim"",""Evangeline Lilly"",""Terry O'Quinn"",""Naveen Andrews"",""Matthew Fox"",""Daniel Dae Kim"",""Emilie de Ravin"",""Michael Emerson""]","Data could not be retrieved","1.78:1","Unrated (Not Rated)","region_a","[{""name"":""Damon Lindelof"",""role"":""Writer""},{""name"":""J.J. Abrams"",""role"":""Writer""},{""name"":""Jeffrey Lieber"",""role"":""Writer""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""Multiple Formats"",""AC-3"",""Blu-ray"",""Closed-captioned"",""Dolby"",""NTSC"",""Subtitled"",""Widescreen""]","Action/Drama","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","ABC STUDIOS","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""french"",""type"":""Subtitled""},{""languageName"":""spanish"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","5","5","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2012-10-07","ABC STUDIOS","{""value"":802,""unitType"":""minutes""}","Data could not be retrieved","ABC STUDIOS","2010-08-24","https://m.media-amazon.com/images/I/51-X-NtkW0L._SL500_.jpg"
"888235031385","true","1.0","US","AIDV93VOC001","Line Of Duty [Blu-ray]","Line Of Duty [Blu-ray]","[888235031385]","[0888235031385]","B0828K6LN9",,"false","false","false",,"true","ID","B0828K6LN9","USPS","3.37","132.51","7","24.32","24.32","A30SZOTFBFPRP1","uniqueplace-usa","24.32","false","true","Data not available","false","https://www.amazon.com/dp/B0828K6LN9","LOW","63.0","Dvd","266609","Dvd","266609","5","63.0","15.34","3.65","3.94","0.00","Displaying lowest price from a high-ranked seller","true","keywords","363107300789","USPS","3.37","0.0","0","18.87",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=363107300789","LOW","58.0","58.0","10.92","1.70","0.94","0.00","Listing identified using keywords ; Listing price includes shipping","false",,,,,,,,,,,,,,,,,,,,,,,,,"5.3","0.5","6.7","0.18","OFFICIAL",,"Data could not be retrieved","2020-01-31","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","region_a","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""Import""]","Action & Adventure","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Vvs Films","[{""languageName"":""english"",""type"":""Subtitled""},{""languageName"":""french"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""french"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Vvs Films","Data could not be retrieved","Data could not be retrieved","Vvs Films","2020-01-31","https://m.media-amazon.com/images/I/51yZYh5YXqL.jpg"
