"Original Search Term","Is identified","Original Product Cost ($USD)","Shipping From","AID","Product Title","Description","UPCs","EANs","ASIN","Parent ASIN","Recommended","Recommended in eBay US","Is identified in eBay US","Identification type eBay US","eBay US eBay Item ID","Shipping to US by:","Shipping cost to US","eBay US Total Sales (USD)","eBay US Estimated Unit Sales Per Month","eBay US Price (USD)","eBay US Listing URL","eBay US Demand","eBay US % Profit","eBay US % Profit","eBay US Profit (USD)","eBay US Market fee (USD)","eBay US PayPal fee (USD)","eBay US Tax (USD)","eBay US Insights","Brand Name","Model","Color","Width (inch)","Height (inch)","Length (inch)","Weight (pound)","Package Width (inch)","Package Height (inch)","Package Length (inch)","Package Weight (pound)","Package Origin","Size","Enhanced Data: Part Number","Enhanced Data: Release Date","Enhanced Data: Actors","Enhanced Data: Artists","Enhanced Data: Aspect Ratio","Enhanced Data: Audience Rating","Enhanced Data: Bluray Region","Enhanced Data: Contributors","Enhanced Data: Directors","Enhanced Data: Display Size","Enhanced Data: Edition","Enhanced Data: Esrb Age Rating","Enhanced Data: Formats","Enhanced Data: Genre","Enhanced Data: Hardware Platform","Enhanced Data: Is Adult Product","Enhanced Data: Is Autographed","Enhanced Data: Is Memorabilia","Enhanced Data: Label","Enhanced Data: Content Languages","Enhanced Data: Manufacturer Maximum Age","Enhanced Data: Manufacturer Minimum Age","Enhanced Data: Material Types","Enhanced Data: Number Of Discs","Enhanced Data: Number Of Items","Enhanced Data: Number Of Pages","Enhanced Data: Operating Systems","Enhanced Data: Pegi Rating","Enhanced Data: Platforms","Enhanced Data: Publication Date","Enhanced Data: Publisher","Enhanced Data: Running Time","Enhanced Data: Scent","Enhanced Data: Studio","Enhanced Data: Theatrical Release Date","Image URL"
"627735064581","false","1.0","US","Could not identify the product from a valid resource",,"YFY Natürliche Bambus Rollen Fenster blind, Restaurant Sonnenschutz Privatsphäre Partition Rollo Heben Reed Vorhang, Wanddekoration Vintage Gras Vorhang, anpassbar (Size : 100x120cm/39x47in)","[627735064581]","[0627735064581]","B098DZCN98","B098F39WD4","false",,"false",,,,,,,,,,,,,,,,,"YFY",,,,,,"2.20",,,,,,"100x120cm/39x47in","YFY","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","YFY","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","YFY","Data could not be retrieved","Data could not be retrieved","YFY","Data could not be retrieved","https://m.media-amazon.com/images/I/51gEJGTwj1S.jpg"
"785138301600","true","1.0","US","AIDLWOD32001","Rock University Presents: The Naked Brothers Band The Video Game - Nintendo Wii","Rock University Presents: The Naked Brothers Band The Video Game - Nintendo Wii","[785138301600]","[0785138301600]","B0019R2QR8","B001G7PRQ8","false","false","true","keywords","233199103792","USPS","5.49","0.0","0","4.98","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=233199103792","LOW","-45.0","-45.0","-2.25","0.30","0.44","0.00","Listing identified using keywords","THQ","30160",,"5.5","2.75","7.75","0.83","5.5","2.5","7.8","0.85","OFFICIAL",,"THQ30160","2008-10-20","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Standard","Everyone","Data could not be retrieved","artificial_life_simulation_games","Wii","false","false","false","THQ","[{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","1","Data could not be retrieved","[""Wii""]","unknown","[""Nintendo Wii""]","Data could not be retrieved","THQ","Data could not be retrieved","Data could not be retrieved","THQ","Data could not be retrieved","https://m.media-amazon.com/images/I/51ci3uTmcgL.jpg"
"887961665321","true","1.0","US","AID57JK71001","Barbie Doll and Vehicle",,"[887961665321]","[0887961665321;5057373772237]","B07BJSF9QL",,"false","false","true","keywords","143854158105","USPS","9.39","0.0","0","160.85","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=143854158105","LOW","81.0","81.0","131.02","14.48","4.96","0.00","Listing identified using keywords ; Listing price includes shipping","Barbie","FVR07","Multicolor","3.94","13.39","4.72","2.00","10.16","9.09","17.76","3.33","OFFICIAL","One Size","FVR07","2021-07-22","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Mattel","[{""languageName"":""multilingual"",""type"":""Published""},{""languageName"":""spanish"",""type"":""Original Language""},{""languageName"":""multilingual"",""type"":""Unknown""}]","Data could not be retrieved","{""value"":36.0,""unitType"":""months""}","[""Polyester""]","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Mattel","Data could not be retrieved","Data could not be retrieved","Mattel","Data could not be retrieved","https://m.media-amazon.com/images/I/41vGjVti34L._SL500_.jpg"
"660543884694","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65935142089","true","1.0","US","Could not identify the product from a valid resource","Lord of the Rings : Fellowship of the Ring (DVD, 2002, 2-Disc, Widescreen) NEW","                   🍁Canadian               2-Disc DVD           💿Edition (2002)              The LORD of the RINGS           the Fellowship              of the Ring🌋                  a🎬film by                PETER JACKSON            * first in the TRILOGY               English 5.1 & French 2.0 Dolby                           Digital audio.                   (English SDH sub-titles)        2002 - 178 min. - 2.35:1 - Widescreen                    COLOR - NTSC Region 1                    Rated 14A - ALLIANCE             📽️                BRAND NEW              FACTORY SEALED !         **See case back photo for more information.       *Actual photos (not stock or eBay catalog photo)             See other items       Be sure to add me to your favourites list!        __________ § ___________            We do not offer ""combined S&H"" discounts.         Each listing ships separately to meet Canada Post's          ""O/S letter-mail"" or ""US/INT. Small-packet AIR""                             dimensional standard                 that insures quick & inexpensive delivery.","[65935142089;065935142089]",,,,"false","false","true","ID","363841980455",,,"1303.88","279","4.66","https://www.ebay.com/itm/Lord-Rings-Fellowship-Ring-DVD-2002-2-Disc-Widescreen-NEW-/363841980455","UNAVAILABLE","69.0","69.0","3.23","0.00","0.44","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/ODgxWDYyMA==/z/wSMAAOSwa0Nc-JM~/$_57.JPG?set_id=8800005007"
"25195013963","true","1.0","US","Could not identify the product from a valid resource","Knocked Up (Two-Disc Unrated Collector's Edition) NEW","30 Day Warranty Quality Used Parts Fast Shipping Super   Fast  Auto   Parts Knocked Up (Two-Disc Unrated Collector's Edition) NEW See our other items       Item Condition       Shipping It is the buyer's responsibility to inspect all photos carefully before purchasing. PLEASE VERIFY COMPATIBILITY BEFORE BUYING. BUYER IS SOLELY RESPONSIBLE FOR PART FITMENT.  ​​​​​​​​​​​​​​​​​​​​​ Please make sure to match your part number. Our normal processing times are 1 business day for regular sized items,   and 2 business days for over-sized items. Shipping prices for ground apply only to the 48 continental United States.​​​​​​​ Please note that we will only ship to the same billing address that payment is made from. We can offer local pickup for most of our items - please contact us for our address.       Returns All returns must be made within 30 days of item being received by the buyer only if the item is non-functional or if it differs substantially from the description. ​​​​​​​ Please ask any questions prior to bidding and verify the fit in your application with your local dealer or an independent source. Buyer is fully responsible for the shipping cost of the return. Shipping and handling fees are non-refundable.  ​​​​​​​​​​​​​​Most of our products are offered with free shipping, which means the shipping cost has been included in the price to provide you with the total cost of the order. You will be refunded the purchase price minus our shipping costs as soon as your item is returned to us.  All electronics are tested before removal from vehicles.  ​​​​​​​ Terms and Conditions By purchasing our item you agree to our terms and conditions We offer a 30 DAY WARRANTY on all our parts. YOU WILL RECEIVE THE EXACT PART SHOWN IN THE PHOTOS. All our parts are tested either before or after removal from the vehicle. Item may show light scuffs, scratches or other imperfections as this is a used part. We are not liable to pay for any labor fees associated with the installation or removal of any parts, or any damages caused by the incorrect installation or failure of any of our parts.  The 30 day warranty applies to the part purchased only.        Contact Us If you have a question about any part please contact us BEFORE purchasing. If you need additional parts for any vehicle that we have parts listed for, you may contact us through eBay or Call/Text to (909) 334-2212 Once your item is received in satisfactory condition, please leave us feedback.  At Super Fast Auto Parts, we take your full satisfaction seriously, if there is a concern or issue that would cause you to leave negative feedback, please contact us first and we will do our best to resolve the problem. Thank you for your business!​​​​​​​ 30 Day Warranty Quality Used Parts Fast Shipping Knocked Up (Two-Disc Unrated Collector's Edition) NEW Super   Fast  Auto   Parts See our other items       Item Condition It is the buyer's responsibility to inspect all photos carefully before purchasing. PLEASE VERIFY COMPATIBILITY BEFORE BUYING. BUYER IS SOLELY RESPONSIBLE FOR PART FITMENT.  ​​​​​​​​​​​​​​​​​​​​​ Please make sure to match your part number.       Shipping Our normal processing times are 1 business day for regular sized items,   and 2 business days for over-sized items. Shipping prices for ground apply only to the 48 continental United States.​​​​​​​ Please note that we will only ship to the same billing address that payment is made from. We can offer local pickup for most of our items - please contact us for our address.       Returns All returns must be made within 30 days of item being received by the buyer only if the item is non-functional or if it differs substantially from the description. ​​​​​​​ Please ask any questions prior to bidding and verify the fit in your application with your local dealer or an independent source. Buyer is fully responsible for the shipping cost of the return. Shipping and handling fees are non-refundable.  ​​​​​​​​​​​​​​Most of our products are offered with free shipping, which means the shipping cost has been included in the price to provide you with the total cost of the order. You will be refunded the purchase price minus our shipping costs as soon as your item is returned to us.  All electronics are tested before removal from vehicles.  ​​​​​​​ Terms and Conditions By purchasing our item you agree to our terms and conditions We offer a 30 DAY WARRANTY on all our parts. YOU WILL RECEIVE THE EXACT PART SHOWN IN THE PHOTOS. All our parts are tested either before or after removal from the vehicle. Item may show light scuffs, scratches or other imperfections as this is a used part. We are not liable to pay for any labor fees associated with the installation or removal of any parts, or any damages caused by the incorrect installation or failure of any of our parts.  The 30 day warranty applies to the part purchased only.        Contact Us If you have a question about any part please contact us BEFORE purchasing. If you need additional parts for any vehicle that we have parts listed for, you may contact us through eBay or Call/Text to (909) 334-2212 Once your item is received in satisfactory condition, please leave us feedback.  At Super Fast Auto Parts, we take your full satisfaction seriously, if there is a concern or issue that would cause you to leave negative feedback, please contact us first and we will do our best to resolve the problem. Thank you for your business!​​​​​​​","[25195013963;025195013963]",,,,"false","false","true","ID","173844325164",,,"4.99","1","4.11","https://www.ebay.com/itm/Knocked-Up-Two-Disc-Unrated-Collectors-Edition-NEW-/173844325164","UNAVAILABLE","65.0","65.0","2.69","0.00","0.42","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved",
"771171138624","true","1.0","US","AIDWXS812001","WowWee Untamed Dragon – Venom (Green)","WowWee Untamed Dragon – Venom (Green)","[771171138624;00771171138624]","[0771171138624]","B07HJJPBRW",,"false","false","true","keywords","353336702134","USPS","3.76","0.0","0","34.77","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=353336702134","LOW","74.0","74.0","25.57","3.13","1.31","0.00","Displaying lowest price from a high-ranked seller ; Listing identified using keywords ; Listing price includes shipping","WowWee","3862","Green","2.31","5.9","4.0","0.22","5.78","2.79","8.66","0.50","OFFICIAL",,"3862","2019-03-01","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","WowWee","Data could not be retrieved","{""value"":180.0,""unitType"":""months""}","{""value"":60.0,""unitType"":""months""}","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","WowWee","Data could not be retrieved","Data could not be retrieved","WowWee","Data could not be retrieved","https://m.media-amazon.com/images/I/41+CyocV05L.jpg"
"25192630224","true","1.0","US","Could not identify the product from a valid resource","Kicking & Screaming (DVD, 2005) Will Ferrell, Robert Duvall, Kate Walsh.","Kicking & Screaming (DVD, 2005) Will Ferrell, Robert Duvall, Kate Walsh..","[25192630224;025192630224]",,,,"false","false","true","ID","115132762173","USPS","4.34","0.0","0","4.99","https://www.ebay.com/itm/Kicking-Screaming-DVD-2005-Ferrell-Robert-Duvall-Kate-Walsh-/115132762173","UNAVAILABLE","-16.0","-16.0","-0.79","0.00","0.44","0.00",,,,,,,,,"4.0","4.0","7.0","0.63","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved",
"660549430575","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"602527993720","true","1.0","US","AID8O8PK6001","The Essential Collection [2 CD]",,"[602527993720]","[0602527993720]","B007R1PGJU",,"false","false","true","keywords","304549787589","USPS","3.37","33.11","2","14.95","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=304549787589","LOW","57.0","57.0","8.50","1.35","0.73","0.00","Listing identified using keywords ; Listed by a low ranked seller","CD-2","25563351",,"5.59","0.39","5.59","0.22","4.88","0.39","5.67","0.24","OFFICIAL",,"35552671","2012-10-02","Data could not be retrieved","[""ABBA""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""CD""]","Pop-music","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Capitol","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2012-10-02","Capitol","Data could not be retrieved","Unscented","Capitol","Data could not be retrieved","https://m.media-amazon.com/images/I/41qxqh6lXkL._SL500_.jpg"
"68113113117","true","1.0","US","AIDL93VOC001","ONN Coax Cable Wall Plate","ONN Coax Cable Wall Plate","[681131131179]","[0681131131179]","B01LYEOJYQ",,"false","false","true","keywords","175204423541","USPS","3.37","0.0","0","12.99","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=175204423541","UNAVAILABLE","55.0","55.0","7.16","0.78","0.68","0.00","Listing identified using keywords","ONN",,,,,,,"3.5","0.71","4.41","0.10","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Onn","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Onn","Data could not be retrieved","Data could not be retrieved","Onn","Data could not be retrieved","https://m.media-amazon.com/images/I/31XTWnIEYzL.jpg"
"65935826118","true","1.0","US","Could not identify the product from a valid resource","Last Chance Harvey (DVD) Dustin Hoffman, Emma Thompson","New Track Page Views With Auctiva's FREE Counter","[65935826118;065935826118]",,,,"false","false","true","ID","255292213264","USPS","3.76","0.0","0","5.37","https://www.ebay.com/itm/Last-Chance-Harvey-DVD-Dustin-Hoffman-Emma-Thompson-/255292213264","UNAVAILABLE","3.0","3.0","0.15","0.00","0.46","0.00",,,,,,,,,"7.0","1.0","10.0","0.50","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTAwN1g3Njg=/z/rrgAAOSwwTphw7UD/$_57.JPG?set_id=8800005007"
"97363506560","true","1.0","US","Could not identify the product from a valid resource","Iron Man Animated Movie (DVD, 2008) Factory Sealed","Iron Man Animated Movie (DVD, 2008). Condition is Brand New. Shipped with USPS Media Mail.","[97363506560;097363506560]",,,,"false","false","true","ID","224446812355","USPS","3.76","0.0","0","4.99","https://www.ebay.com/itm/Iron-Man-Animated-Movie-DVD-2008-Factory-Sealed-/224446812355","UNAVAILABLE","-4.0","-4.0","-0.21","0.00","0.44","0.00",,,,,,,,,"4.0","4.0","7.0","0.50","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/6CcAAOSwSaNfQvBM/$_12.JPG?set_id=880000500F"
"736211425218","true","1.0","US","AIDGYO9Z7001","Shooting The Sacred Cows Of Money","Shooting The Sacred Cows Of Money","[736211425218]","[0736211425218]","B003XXGA3M",,"false","false","true","keywords","383315830891","USPS","3.37","0.0","0","5.31","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=383315830891","LOW","0.0","0.0","0.01","0.48","0.45","0.00","Listing identified using keywords",,,,"5.0","8.0","0.5","0.19","5.3","0.6","7.5","0.10","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Rich Dad","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Rich Dad","Data could not be retrieved","Data could not be retrieved","Rich Dad","Data could not be retrieved","https://m.media-amazon.com/images/I/51sRKxa15ML.jpg"
"786936793406","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"883929020850","true","1.0","US","AID1WZ5Z7001","One Tree Hill: Season 5","One Tree Hill: Season 5","[883929020850]","[0883929020850]","B0012BS5XU",,"true","true","true","keywords","403421522735","USPS","4.34","0.0","0","8.47","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=403421522735","MEDIUM","22.0","22.0","1.82","0.76","0.55","0.00","Listing identified using keywords","Warner Manufacturing","B0012BS5XU",,"0.7","5.4","7.5","0.55","5.4","0.7","7.6","0.55","OFFICIAL",,"B0012BS5XU","2008-08-26","[""Chad Michael Murray"",""James Lafferty"",""Hilarie Burton"",""Bethany Joy Galeotti"",""Paul Johansson"",""Sophia Bush"",""Barbara Alyn Woods"",""Lee Norris"",""Moira Kelly"",""Barry Corbin""]","Data could not be retrieved","1.78:1","Unrated (Not Rated)","Data could not be retrieved","Data could not be retrieved","[""Gregory Prange"",""Paul Johansson"",""David Jackson"",""Janice Cooke-Leonard"",""Liz Friedlander"",""Thomas J. Wright"",""Gregory Prange"",""Joe Davola"",""J. Clark Mathis"",""Michael J. Leone"",""Les Butler"",""Stuart Gillard"",""Mark Schwahn""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""Multiple Formats"",""AC-3"",""Box set"",""Color"",""Dolby"",""Subtitled"",""NTSC""]","Romance","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Warner Home Video","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Subtitled""},{""languageName"":""french"",""type"":""Subtitled""},{""languageName"":""spanish"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","5","5","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2008-08-26","Warner Home Video","{""value"":810.0,""unitType"":""minutes""}","Data could not be retrieved","Warner Home Video","2008-01-01","https://m.media-amazon.com/images/I/51ci9H21lEL.jpg"
"629159042701","false","1.0","US","AID3A3VOC001","Arrivederci Amore Ciao (a.k.a. The Goodbye Kiss)","Arrivederci Amore Ciao (a.k.a. The Goodbye Kiss)","[629159042701]","[0629159042701]","B003H5WEYU",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","NR (Not Rated)","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/51c1uM9dH9L.jpg"
"660743429722","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24543196181","true","1.0","US","Could not identify the product from a valid resource","Fantastic Four (DVD, 2005, Canadian Full Frame) Brand new sealed copy!","Fantastic Four (DVD, 2005, Canadian Full Frame) Brand new sealed copy!. Selling in as is stated condition, please view all pictures related to this posted cd for sale. Please ask any questions before purchasing, buyer pays $3.99 shipping in Canada. Shipping Canada post letter mail. Shipping in the USA $11.99 with postal service. Please check out all my other auctions for cds and dvds, combine shipping discount always included please ask for quote on multiple units the more in volume the cheaper to ship.","[24543196181;024543196181]",,,,"false","false","true","ID","225069000076",,,"0.0","0","1.94","https://www.ebay.com/itm/Fantastic-Four-DVD-2005-Canadian-Full-Frame-Brand-new-sealed-copy-/225069000076","UNAVAILABLE","30.0","30.0","0.58","0.00","0.36","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/siwAAOSw1uJirP-0/$_12.JPG?set_id=880000500F"
